ID,NombreEmpleado,Departamento,Cargo,SalarioBase,HorasExtra,OtrosPagos,Beneficios,SalarioTotal,SalarioTotalConBeneficios,Año,Notas,Oficina,TipoContrato
6717,Raul Hugo Garcia Ramirez,Sostenibilidad,Coordinador de Agro,3433,424,15,1122,3872,4994,2025,,Oficinas Administrativas,Part-Time
6718,Silvia Camila Mendoza Ortega,Marketing,Brand Manager,3607,1091,967,343,5665,6008,2025,,Planta Industrial (Matriz),Part-Time
6719,Camila Valentina Diaz Castro,Marketing,Trade Marketing,3022,1155,259,673,4436,5109,2025,,Oficinas Administrativas,Part-Time
6720,Rafael Rafael Sanchez Flores,Logistica,Planificador de Demanda,1361,720,205,324,2286,2610,2025,,Oficina Regional,Full-Time
6721,Silvia Silvia Martinez Delgado,Marketing,Brand Manager,4275,118,195,1452,4588,6040,2025,,Planta Industrial,Full-Time
6722,Monica Maria Lopez Sanchez,Logistica,Gestor de Flota,1446,1187,905,954,3538,4492,2025,,Planta Industrial (Matriz),Full-Time
6723,Diego Ricardo Suarez Suarez,Marketing,Trade Marketing,4453,686,142,568,5281,5849,2025,,Centros de Distribucion,Full-Time
6724,Valentina Daniela Mendoza Diaz,Operaciones (Supply),Analista de Calidad,1241,1052,871,247,3164,3411,2025,,Planta Industrial,Part-Time
6725,Luis Andres Diaz Suarez,Operaciones (Supply),Operador de Envasado,1325,877,372,808,2574,3382,2025,,Planta Industrial (Matriz),Part-Time
6726,Alberto Alberto Herrera Ramirez,Tecnologia (Tech),Analista de Datos,3082,592,416,1028,4090,5118,2025,,Planta Industrial,Part-Time
6727,Silvia Rosa Suarez Vargas,People (RRHH),Business Partner,802,490,435,533,1727,2260,2025,,Planta Industrial (Matriz),Full-Time
6728,Hugo Luis Lopez Torres,Operaciones (Supply),Analista de Calidad,1574,1393,85,569,3052,3621,2025,,Oficina Regional,Part-Time
6729,Valentina Daniela Mendoza Ortega,Marketing,Trade Marketing,1380,374,346,,2100,2100,2025,,Centros de Distribucion,Full-Time
6730,Hugo Raul Lopez Herrera,Comercial / Ventas,Preventista (BEES),4282,,858,1023,5140,6163,2025,,Oficina Regional,
6731,Veronica Daniela Diaz Perez,Tecnologia (Tech),Analista de Datos,1298,221,636,1268,2155,3423,2025,,Oficinas Administrativas,
6732,Alberto Juan Mendoza Ortega,Operaciones (Supply),Analista de Calidad,2529,580,215,566,3324,3890,2025,,Oficinas Administrativas,Part-Time
6733,Elena Claudia Flores Ortega,Logistica,Planificador de Demanda,3290,193,953,585,4436,5021,2025,,Oficina Regional,Part-Time
6734,Rafael Ricardo Delgado Flores,People (RRHH),Business Partner,3332,400,720,713,4452,5165,2025,,Oficina Regional,Full-Time
6735,Luis Rafael Perez Diaz,Finanzas,Controller Financiero,4722,1120,664,937,6506,7443,2025,,Centros de Distribucion,Part-Time
6736,Andres Rafael Lopez Vargas,People (RRHH),Business Partner,1827,371,428,,2626,2626,2025,,Oficina Regional,Part-Time
6737,Victor Sergio Suarez Rodriguez,Logistica,Gestor de Flota,4709,1222,495,649,6426,7075,2025,,Oficina Regional,Part-Time
6738,Julio Andres Delgado Vargas,Operaciones (Supply),Maestro Cervecero,4339,159,509,758,5007,5765,2025,,Planta Industrial,Full-Time
6739,Camila Natalia Martinez Martinez,Marketing,Brand Manager,4670,1378,242,420,6290,6710,2025,,Oficina Regional,Full-Time
6740,Carlos Mario Diaz Perez,Marketing,Trade Marketing,2298,881,815,374,3994,4368,2025,,Planta Industrial,Full-Time
6741,Carmen Elena Morales Torres,Operaciones (Supply),Maestro Cervecero,2870,1240,108,1471,4218,5689,2025,,Planta Industrial (Matriz),Part-Time
6742,Jose Julio Ramirez Rodriguez,Finanzas,Controller Financiero,4420,169,342,960,4931,5891,2025,,Centros de Distribucion,Part-Time
6743,Sofia Ana Morales Lopez,Comercial / Ventas,Preventista (BEES),1590,169,30,609,1789,2398,2025,,Planta Industrial,Full-Time
6744,Raul Julio Flores Rodriguez,Sostenibilidad,Coordinador de Agro,2625,142,70,1058,2837,3895,2025,,Oficinas Administrativas,Part-Time
6745,Silvia Monica Castro Vargas,People (RRHH),Reclutador (Trainee),4516,330,53,567,4899,5466,2025,,Planta Industrial,Full-Time
6746,Andres Fernando Morales Torres,Sostenibilidad,Coordinador de Agro,1212,486,327,801,2025,2826,2025,,Oficinas Administrativas,Part-Time
6747,Ricardo Hugo Ortega Torres,Operaciones (Supply),Maestro Cervecero,1740,276,294,1349,2310,3659,2025,,Planta Industrial (Matriz),Part-Time
6748,Camila Natalia Gonzalez Sanchez,Logistica,Gestor de Flota,3067,158,325,1228,3550,4778,2025,,Centros de Distribucion,Full-Time
6749,Monica Paula Gonzalez Lopez,People (RRHH),Reclutador (Trainee),1835,882,231,279,2948,3227,2025,,Oficinas Administrativas,Full-Time
6750,Gabriela Sofia Mendoza Ramirez,Sostenibilidad,Coordinador de Agro,2258,580,247,1085,3085,4170,2025,,Oficinas Administrativas,Full-Time
6751,Andres Eduardo Morales Garcia,Marketing,Trade Marketing,2887,379,268,1442,3534,4976,2025,,Planta Industrial (Matriz),
6752,Juan Mario Rodriguez Flores,Comercial / Ventas,Preventista (BEES),1498,1269,758,1423,3525,4948,2025,,Planta Industrial,Full-Time
6753,Sofia Patricia Gonzalez Garcia,Operaciones (Supply),Analista de Calidad,1523,1119,527,1087,3169,4256,2025,,Planta Industrial (Matriz),Part-Time
6754,Hugo Sergio Rodriguez Lopez,Logistica,Gestor de Flota,3510,792,14,1089,4316,5405,2025,,Centros de Distribucion,Part-Time
6755,Gabriela Monica Lopez Garcia,Logistica,Gestor de Flota,1553,822,830,417,3205,3622,2025,,Oficina Regional,Full-Time
6756,Julio Alberto Martinez Vargas,People (RRHH),Reclutador (Trainee),4061,1047,464,1214,5572,6786,2025,,Centros de Distribucion,Part-Time
6757,Julio Rafael Ortega Martinez,Operaciones (Supply),Analista de Calidad,4031,331,421,450,4783,5233,2025,,Centros de Distribucion,Full-Time
6758,Silvia Veronica Vargas Flores,Logistica,Planificador de Demanda,1766,217,625,1046,2608,3654,2025,,Centros de Distribucion,Part-Time
6759,Rosa Silvia Garcia Delgado,Tecnologia (Tech),Analista de Datos,1456,188,433,,2077,2077,2025,,Oficina Regional,Full-Time
6760,Daniela Elena Vargas Lopez,People (RRHH),Business Partner,3224,227,170,532,3621,4153,2025,,Centros de Distribucion,
6761,Alberto Sergio Castro Diaz,Sostenibilidad,Coordinador de Agro,4842,829,862,806,6533,7339,2025,,Planta Industrial (Matriz),Full-Time
6762,Gabriela Elena Suarez Morales,Comercial / Ventas,Preventista (BEES),1218,1124,263,1241,2605,3846,2025,,Planta Industrial,Full-Time
6763,Eduardo Jorge Herrera Flores,Marketing,Trade Marketing,3895,1178,255,1304,5328,6632,2025,,Planta Industrial (Matriz),Full-Time
6764,Camila Elena Martinez Martinez,Operaciones (Supply),Operador de Envasado,2514,238,736,1015,3488,4503,2025,,Centros de Distribucion,Part-Time
6765,Victor Mario Mendoza Diaz,Marketing,Trade Marketing,1760,312,655,660,2727,3387,2025,,Planta Industrial,Full-Time
6766,Monica Claudia Sanchez Ramirez,Marketing,Brand Manager,2597,1139,481,644,4217,4861,2025,,Planta Industrial (Matriz),Full-Time
6767,Fernando Jorge Morales Mendoza,Marketing,Trade Marketing,1711,1129,648,629,3488,4117,2025,,Planta Industrial (Matriz),
6768,Monica Natalia Perez Suarez,Tecnologia (Tech),Analista de Datos,2239,1304,77,264,3620,3884,2025,,Centros de Distribucion,Full-Time
6769,Eduardo Sergio Sanchez Garcia,Logistica,Planificador de Demanda,4047,1443,684,1000,6174,7174,2025,,Centros de Distribucion,Part-Time
6770,Miguel Andres Castro Perez,People (RRHH),Business Partner,3812,797,192,967,4801,5768,2025,,Oficina Regional,Part-Time
6771,Ana Carmen Suarez Gonzalez,Comercial / Ventas,Preventista (BEES),4709,1410,113,1390,6232,7622,2025,,Oficina Regional,
6772,Valentina Monica Herrera Torres,People (RRHH),Business Partner,1118,346,197,442,1661,2103,2025,,Planta Industrial (Matriz),
6773,Rosa Lucia Torres Suarez,Operaciones (Supply),Operador de Envasado,3828,1297,807,975,5932,6907,2025,,Planta Industrial,Part-Time
6774,Mario Miguel Castro Lopez,Finanzas,Controller Financiero,3176,424,177,1221,3777,4998,2025,,Planta Industrial (Matriz),Full-Time
6775,Andrea Monica Torres Ortega,Comercial / Ventas,Key Account Manager,2934,,386,532,3320,3852,2025,,Oficinas Administrativas,Full-Time
6776,Laura Camila Ortega Perez,Comercial / Ventas,Preventista (BEES),2824,763,953,,4540,4540,2025,,Planta Industrial,Part-Time
6777,Claudia Lucia Ramirez Suarez,Marketing,Brand Manager,2507,829,845,1276,4181,5457,2025,,Centros de Distribucion,Full-Time
6778,Daniela Natalia Rodriguez Morales,People (RRHH),Business Partner,3324,913,364,,4601,4601,2025,,Oficinas Administrativas,
6779,Veronica Daniela Lopez Torres,Logistica,Gestor de Flota,4577,228,165,1163,4970,6133,2025,,Planta Industrial,Full-Time
6780,Miguel Carlos Ortega Diaz,Comercial / Ventas,Preventista (BEES),3868,101,615,586,4584,5170,2025,,Centros de Distribucion,Part-Time
6781,Alberto Mario Ortega Castro,Comercial / Ventas,Key Account Manager,4112,259,995,1355,5366,6721,2025,,Oficinas Administrativas,
6782,Raul Jorge Rojas Castro,Marketing,Trade Marketing,2565,482,507,492,3554,4046,2025,,Oficinas Administrativas,
6783,Andrea Laura Suarez Lopez,Operaciones (Supply),Operador de Envasado,1129,966,883,210,2978,3188,2025,,Oficinas Administrativas,Part-Time
6784,Monica Paula Vargas Vargas,Operaciones (Supply),Maestro Cervecero,3890,1094,645,988,5629,6617,2025,,Centros de Distribucion,Part-Time
6785,Raul Diego Sanchez Martinez,Logistica,Planificador de Demanda,4268,547,733,1209,5548,6757,2025,,Centros de Distribucion,Part-Time
6786,Mario Juan Delgado Ortega,Marketing,Trade Marketing,3176,1135,150,556,4461,5017,2025,,Planta Industrial,
6787,Julio Mario Morales Castro,People (RRHH),Reclutador (Trainee),4373,169,540,816,5082,5898,2025,,Planta Industrial (Matriz),
6788,Juan Jose Diaz Rodriguez,Comercial / Ventas,Key Account Manager,2777,293,752,1470,3822,5292,2025,,Oficinas Administrativas,Full-Time
6789,Laura Rosa Mendoza Herrera,Marketing,Trade Marketing,4107,985,552,887,5644,6531,2025,,Oficinas Administrativas,Full-Time
6790,Sergio Hugo Suarez Herrera,Tecnologia (Tech),Analista de Datos,3888,1351,517,,5756,5756,2025,,Oficinas Administrativas,Full-Time
6791,Raul Julio Diaz Delgado,Sostenibilidad,Coordinador de Agro,3339,252,60,522,3651,4173,2025,,Planta Industrial (Matriz),
6792,Fernando Diego Ramirez Martinez,Operaciones (Supply),Analista de Calidad,4466,260,562,560,5288,5848,2025,,Oficinas Administrativas,Full-Time
6793,Maria Laura Diaz Flores,Marketing,Trade Marketing,4529,848,623,789,6000,6789,2025,,Planta Industrial,Part-Time
6794,Andres Andres Suarez Sanchez,Logistica,Planificador de Demanda,3256,979,454,1452,4689,6141,2025,,Oficinas Administrativas,Full-Time
6795,Rosa Patricia Lopez Herrera,Finanzas,Controller Financiero,3819,635,873,1283,5327,6610,2025,,Planta Industrial (Matriz),
6796,Maria Andrea Vargas Garcia,Operaciones (Supply),Analista de Calidad,823,1011,104,811,1938,2749,2025,,Planta Industrial,Full-Time
6797,Fernando Juan Martinez Garcia,Tecnologia (Tech),Analista de Datos,1095,225,102,1111,1422,2533,2025,,Oficinas Administrativas,Part-Time
6798,Carmen Monica Martinez Morales,People (RRHH),Reclutador (Trainee),1854,1144,859,452,3857,4309,2025,,Planta Industrial,Full-Time
6799,Monica Maria Torres Herrera,Comercial / Ventas,Key Account Manager,1599,1491,927,1209,4017,5226,2025,,Centros de Distribucion,Full-Time
6800,Ana Claudia Sanchez Suarez,People (RRHH),Business Partner,3080,786,416,,4282,4282,2025,,Oficina Regional,Part-Time
6801,Ana Maria Perez Rojas,Logistica,Planificador de Demanda,1415,925,532,210,2872,3082,2025,,Oficinas Administrativas,Full-Time
6802,Pedro Juan Castro Gonzalez,Operaciones (Supply),Maestro Cervecero,4582,418,213,1095,5213,6308,2025,,Centros de Distribucion,Part-Time
6803,Miguel Andres Delgado Castro,Operaciones (Supply),Operador de Envasado,909,371,33,378,1313,1691,2025,,Oficina Regional,Part-Time
6804,Claudia Valentina Sanchez Ramirez,People (RRHH),Business Partner,913,1479,760,872,3152,4024,2025,,Oficina Regional,Part-Time
6805,Raul Sergio Rojas Ramirez,Marketing,Brand Manager,4460,619,760,1349,5839,7188,2025,,Centros de Distribucion,
6806,Pedro Carlos Delgado Martinez,Logistica,Planificador de Demanda,4428,277,697,1289,5402,6691,2025,,Oficinas Administrativas,
6807,Mario Jorge Sanchez Vargas,People (RRHH),Business Partner,2051,,503,643,2554,3197,2025,,Oficina Regional,Full-Time
6808,Andrea Ana Morales Torres,Operaciones (Supply),Maestro Cervecero,4079,681,8,1176,4768,5944,2025,,Oficinas Administrativas,Part-Time
6809,Lucia Rosa Suarez Ramirez,Comercial / Ventas,Preventista (BEES),1446,644,942,253,3032,3285,2025,,Planta Industrial (Matriz),Full-Time
6810,Eduardo Eduardo Diaz Suarez,Operaciones (Supply),Analista de Calidad,2397,392,534,,3323,3323,2025,,Oficinas Administrativas,Full-Time
6811,Camila Camila Mendoza Suarez,Comercial / Ventas,Preventista (BEES),3675,1064,11,1251,4750,6001,2025,,Planta Industrial (Matriz),
6812,Daniela Laura Torres Garcia,Finanzas,Controller Financiero,4667,157,652,721,5476,6197,2025,,Oficina Regional,Part-Time
6813,Paula Sofia Sanchez Martinez,Comercial / Ventas,Preventista (BEES),1045,1427,644,1125,3116,4241,2025,,Centros de Distribucion,Full-Time
6814,Gabriela Carmen Herrera Ortega,Operaciones (Supply),Maestro Cervecero,2140,821,247,635,3208,3843,2025,,Centros de Distribucion,Full-Time
6815,Raul Alberto Ortega Ramirez,Logistica,Gestor de Flota,4531,910,471,1188,5912,7100,2025,,Oficinas Administrativas,Part-Time
6816,Natalia Lucia Ortega Suarez,People (RRHH),Reclutador (Trainee),1346,549,27,382,1922,2304,2025,,Oficinas Administrativas,Part-Time
6817,Jorge Jose Perez Suarez,Operaciones (Supply),Analista de Calidad,2258,974,910,965,4142,5107,2025,,Oficina Regional,Part-Time
6818,Diego Fernando Gonzalez Suarez,Operaciones (Supply),Analista de Calidad,3515,973,163,604,4651,5255,2025,,Centros de Distribucion,Full-Time
6819,Luis Juan Garcia Perez,Marketing,Brand Manager,3962,384,474,1231,4820,6051,2025,,Oficina Regional,
6820,Rafael Jorge Torres Mendoza,Marketing,Trade Marketing,3531,1315,996,,5842,5842,2025,,Planta Industrial,Full-Time
6821,Laura Ana Rodriguez Perez,Sostenibilidad,Coordinador de Agro,4503,1330,310,1387,6143,7530,2025,,Centros de Distribucion,Part-Time
6822,Hugo Alberto Gonzalez Lopez,Sostenibilidad,Coordinador de Agro,2928,796,409,219,4133,4352,2025,,Oficina Regional,
6823,Elena Ana Delgado Rojas,Logistica,Gestor de Flota,4707,,213,997,4920,5917,2025,,Planta Industrial (Matriz),Part-Time
6824,Laura Sofia Perez Martinez,Operaciones (Supply),Analista de Calidad,3597,1088,389,908,5074,5982,2025,,Oficinas Administrativas,Part-Time
6825,Lucia Carmen Martinez Martinez,Marketing,Trade Marketing,2814,1303,577,733,4694,5427,2025,,Planta Industrial (Matriz),Full-Time
6826,Alberto Carlos Garcia Garcia,People (RRHH),Reclutador (Trainee),1456,804,524,226,2784,3010,2025,,Oficinas Administrativas,Full-Time
6827,Fernando Miguel Vargas Mendoza,Comercial / Ventas,Key Account Manager,3595,1348,729,635,5672,6307,2025,,Planta Industrial (Matriz),Part-Time
6828,Claudia Sofia Ramirez Rojas,People (RRHH),Reclutador (Trainee),2190,119,803,322,3112,3434,2025,,Oficina Regional,Part-Time
6829,Julio Carlos Mendoza Ortega,Logistica,Gestor de Flota,2992,1336,461,532,4789,5321,2025,,Oficina Regional,Part-Time
6830,Miguel Eduardo Garcia Castro,Operaciones (Supply),Maestro Cervecero,2616,630,848,430,4094,4524,2025,,Planta Industrial,Full-Time
6831,Sofia Maria Martinez Rodriguez,Operaciones (Supply),Maestro Cervecero,3140,218,176,362,3534,3896,2025,,Planta Industrial,Full-Time
6832,Fernando Ricardo Garcia Garcia,Logistica,Gestor de Flota,2660,1203,830,1208,4693,5901,2025,,Planta Industrial (Matriz),
6833,Monica Silvia Castro Flores,Operaciones (Supply),Analista de Calidad,4719,415,309,,5443,5443,2025,,Oficina Regional,Full-Time
6834,Andres Hugo Gonzalez Ramirez,Marketing,Brand Manager,4463,1178,569,551,6210,6761,2025,,Oficina Regional,Full-Time
6835,Jose Sergio Rodriguez Diaz,Comercial / Ventas,Preventista (BEES),964,1082,402,329,2448,2777,2025,,Planta Industrial (Matriz),Part-Time
6836,Carlos Pedro Perez Perez,Operaciones (Supply),Operador de Envasado,4680,661,817,,6158,6158,2025,,Centros de Distribucion,
6837,Luis Fernando Delgado Rodriguez,Comercial / Ventas,Key Account Manager,4082,694,955,975,5731,6706,2025,,Planta Industrial,Full-Time
6838,Andrea Andrea Suarez Morales,Tecnologia (Tech),Analista de Datos,2163,986,781,921,3930,4851,2025,,Planta Industrial (Matriz),
6839,Juan Jorge Sanchez Suarez,Sostenibilidad,Coordinador de Agro,1232,637,396,669,2265,2934,2025,,Oficinas Administrativas,Part-Time
6840,Monica Natalia Martinez Morales,Logistica,Gestor de Flota,2390,474,328,,3192,3192,2025,,Planta Industrial (Matriz),Part-Time
6841,Rafael Pedro Martinez Gonzalez,Comercial / Ventas,Key Account Manager,961,359,401,968,1721,2689,2025,,Centros de Distribucion,Part-Time
6842,Miguel Rafael Morales Herrera,Logistica,Gestor de Flota,1447,1219,856,1154,3522,4676,2025,,Oficina Regional,
6843,Lucia Veronica Gonzalez Ortega,Tecnologia (Tech),Analista de Datos,1163,518,133,1319,1814,3133,2025,,Planta Industrial (Matriz),Full-Time
6844,Maria Elena Herrera Castro,People (RRHH),Reclutador (Trainee),3008,702,144,501,3854,4355,2025,,Planta Industrial,Part-Time
6845,Laura Veronica Mendoza Lopez,Operaciones (Supply),Maestro Cervecero,3671,1151,176,1417,4998,6415,2025,,Planta Industrial (Matriz),Full-Time
6846,Camila Monica Garcia Lopez,Logistica,Planificador de Demanda,4732,612,0,810,5344,6154,2025,,Oficina Regional,Part-Time
6847,Mario Carlos Vargas Morales,Operaciones (Supply),Operador de Envasado,3697,,68,625,3765,4390,2025,,Planta Industrial,Part-Time
6848,Elena Camila Ramirez Garcia,Tecnologia (Tech),Analista de Datos,1415,271,463,1093,2149,3242,2025,,Oficina Regional,Part-Time
6849,Diego Ricardo Gonzalez Morales,People (RRHH),Reclutador (Trainee),2366,617,856,893,3839,4732,2025,,Oficinas Administrativas,Full-Time
6850,Jorge Juan Ramirez Perez,People (RRHH),Business Partner,4348,681,170,965,5199,6164,2025,,Oficina Regional,Part-Time
6851,Pedro Sergio Ortega Ramirez,Operaciones (Supply),Operador de Envasado,2126,628,268,1437,3022,4459,2025,,Centros de Distribucion,Full-Time
6852,Rosa Camila Ortega Martinez,Sostenibilidad,Coordinador de Agro,1763,338,280,288,2381,2669,2025,,Oficina Regional,Full-Time
6853,Luis Julio Ramirez Vargas,Tecnologia (Tech),Analista de Datos,1351,466,204,1443,2021,3464,2025,,Planta Industrial,Part-Time
6854,Mario Eduardo Perez Herrera,People (RRHH),Reclutador (Trainee),2195,435,73,836,2703,3539,2025,,Centros de Distribucion,Part-Time
6855,Gabriela Silvia Vargas Rojas,Operaciones (Supply),Maestro Cervecero,4983,100,50,908,5133,6041,2025,,Planta Industrial,Part-Time
6856,Lucia Patricia Torres Vargas,People (RRHH),Business Partner,2481,638,607,346,3726,4072,2025,,Planta Industrial (Matriz),Full-Time
6857,Elena Silvia Gonzalez Rojas,Operaciones (Supply),Analista de Calidad,3533,1359,260,594,5152,5746,2025,,Oficina Regional,Part-Time
6858,Sofia Camila Flores Perez,Sostenibilidad,Coordinador de Agro,3860,702,894,418,5456,5874,2025,,Oficina Regional,Full-Time
6859,Carmen Silvia Rodriguez Rojas,Sostenibilidad,Coordinador de Agro,4581,418,337,1364,5336,6700,2025,,Planta Industrial (Matriz),Part-Time
6860,Gabriela Andrea Vargas Vargas,People (RRHH),Business Partner,3892,911,601,817,5404,6221,2025,,Centros de Distribucion,Full-Time
6861,Ricardo Miguel Ortega Rojas,People (RRHH),Reclutador (Trainee),3328,115,366,905,3809,4714,2025,,Centros de Distribucion,Part-Time
6862,Laura Rosa Diaz Gonzalez,Logistica,Planificador de Demanda,1818,426,548,1276,2792,4068,2025,,Oficinas Administrativas,Full-Time
6863,Carmen Sofia Martinez Castro,Operaciones (Supply),Operador de Envasado,3557,408,440,1371,4405,5776,2025,,Planta Industrial (Matriz),Full-Time
6864,Silvia Andrea Delgado Ortega,Finanzas,Controller Financiero,2469,1080,979,355,4528,4883,2025,,Centros de Distribucion,Part-Time
6865,Valentina Rosa Castro Rodriguez,Logistica,Gestor de Flota,1219,560,849,1383,2628,4011,2025,,Planta Industrial (Matriz),Part-Time
6866,Luis Fernando Rodriguez Flores,Logistica,Gestor de Flota,1163,559,143,1086,1865,2951,2025,,Planta Industrial,Full-Time
6867,Claudia Daniela Perez Delgado,Marketing,Brand Manager,4823,1376,724,1286,6923,8209,2025,,Planta Industrial,
6868,Fernando Julio Rojas Gonzalez,Logistica,Gestor de Flota,4856,1391,860,1134,7107,8241,2025,,Oficinas Administrativas,Part-Time
6869,Silvia Camila Castro Rodriguez,People (RRHH),Business Partner,3161,877,416,971,4454,5425,2025,,Planta Industrial,Part-Time
6870,Veronica Lucia Perez Flores,Comercial / Ventas,Key Account Manager,815,802,862,364,2479,2843,2025,,Planta Industrial (Matriz),Full-Time
6871,Alberto Ricardo Garcia Delgado,Tecnologia (Tech),Analista de Datos,3843,1201,33,330,5077,5407,2025,,Planta Industrial (Matriz),Full-Time
6872,Ana Andrea Suarez Martinez,Marketing,Brand Manager,1611,368,335,551,2314,2865,2025,,Centros de Distribucion,Part-Time
6873,Lucia Elena Morales Flores,Operaciones (Supply),Operador de Envasado,1343,436,317,291,2096,2387,2025,,Planta Industrial (Matriz),Part-Time
6874,Patricia Camila Morales Lopez,Operaciones (Supply),Analista de Calidad,2106,878,569,959,3553,4512,2025,,Oficina Regional,Full-Time
6875,Mario Sergio Castro Mendoza,Comercial / Ventas,Preventista (BEES),4428,1295,466,420,6189,6609,2025,,Planta Industrial (Matriz),Full-Time
6876,Sergio Ricardo Suarez Diaz,Tecnologia (Tech),Analista de Datos,3494,146,986,557,4626,5183,2025,,Oficinas Administrativas,Part-Time
6877,Hugo Alberto Herrera Suarez,Logistica,Gestor de Flota,1222,422,979,1391,2623,4014,2025,,Oficinas Administrativas,
6878,Lucia Camila Lopez Morales,Tecnologia (Tech),Analista de Datos,4649,1197,360,1160,6206,7366,2025,,Planta Industrial,Full-Time
6879,Ana Valentina Ramirez Suarez,Marketing,Brand Manager,3368,403,367,301,4138,4439,2025,,Oficinas Administrativas,Part-Time
6880,Veronica Carmen Suarez Mendoza,Operaciones (Supply),Maestro Cervecero,2847,1159,287,886,4293,5179,2025,,Centros de Distribucion,Part-Time
6881,Julio Carlos Lopez Lopez,Comercial / Ventas,Key Account Manager,4188,310,214,824,4712,5536,2025,,Centros de Distribucion,Full-Time
6882,Diego Jose Diaz Morales,Tecnologia (Tech),Analista de Datos,3080,859,95,1096,4034,5130,2025,,Planta Industrial (Matriz),Part-Time
6883,Paula Lucia Rojas Delgado,People (RRHH),Reclutador (Trainee),1798,683,152,493,2633,3126,2025,,Oficinas Administrativas,Full-Time
6884,Laura Valentina Rojas Morales,Finanzas,Controller Financiero,1692,1334,370,1392,3396,4788,2025,,Planta Industrial (Matriz),Part-Time
6885,Juan Miguel Herrera Gonzalez,People (RRHH),Business Partner,2190,913,467,222,3570,3792,2025,,Planta Industrial (Matriz),Full-Time
6886,Pedro Mario Rodriguez Delgado,Logistica,Planificador de Demanda,3760,756,60,738,4576,5314,2025,,Oficinas Administrativas,Full-Time
6887,Maria Camila Rodriguez Rojas,People (RRHH),Reclutador (Trainee),2306,1251,618,336,4175,4511,2025,,Centros de Distribucion,Full-Time
6888,Patricia Carmen Delgado Garcia,Logistica,Planificador de Demanda,2775,779,477,937,4031,4968,2025,,Planta Industrial,Part-Time
6889,Valentina Carmen Delgado Perez,Marketing,Trade Marketing,3730,453,490,1336,4673,6009,2025,,Planta Industrial (Matriz),
6890,Maria Paula Suarez Flores,People (RRHH),Business Partner,2699,1097,258,,4054,4054,2025,,Centros de Distribucion,Part-Time
6891,Laura Daniela Lopez Diaz,People (RRHH),Reclutador (Trainee),1497,1233,109,,2839,2839,2025,,Planta Industrial (Matriz),Part-Time
6892,Gabriela Ana Rojas Perez,Operaciones (Supply),Maestro Cervecero,4466,1458,438,215,6362,6577,2025,,Oficinas Administrativas,Full-Time
6893,Raul Ricardo Ramirez Lopez,Comercial / Ventas,Preventista (BEES),2960,1462,752,407,5174,5581,2025,,Oficinas Administrativas,Part-Time
6894,Rosa Daniela Lopez Flores,Comercial / Ventas,Key Account Manager,2476,742,446,298,3664,3962,2025,,Oficina Regional,Full-Time
6895,Andrea Veronica Morales Castro,Marketing,Brand Manager,4552,156,329,810,5037,5847,2025,,Oficina Regional,Part-Time
6896,Luis Diego Delgado Morales,Logistica,Planificador de Demanda,4046,130,579,901,4755,5656,2025,,Planta Industrial,Part-Time
6897,Diego Juan Castro Lopez,Marketing,Trade Marketing,4646,817,706,1469,6169,7638,2025,,Oficina Regional,Part-Time
6898,Natalia Patricia Delgado Vargas,Comercial / Ventas,Key Account Manager,4975,332,806,1273,6113,7386,2025,,Centros de Distribucion,Full-Time
6899,Andres Victor Martinez Garcia,Sostenibilidad,Coordinador de Agro,2529,782,5,1180,3316,4496,2025,,Oficinas Administrativas,Part-Time
6900,Mario Andres Garcia Ramirez,Comercial / Ventas,Key Account Manager,3980,338,124,1463,4442,5905,2025,,Oficinas Administrativas,Full-Time
6901,Julio Rafael Castro Rodriguez,People (RRHH),Reclutador (Trainee),4978,664,130,1186,5772,6958,2025,,Planta Industrial (Matriz),Part-Time
6902,Monica Patricia Lopez Castro,Logistica,Planificador de Demanda,4023,1405,487,1385,5915,7300,2025,,Centros de Distribucion,Full-Time
6903,Claudia Rosa Diaz Torres,Marketing,Brand Manager,4696,1103,83,932,5882,6814,2025,,Planta Industrial (Matriz),Full-Time
6904,Gabriela Gabriela Rodriguez Martinez,Logistica,Planificador de Demanda,2772,957,130,576,3859,4435,2025,,Centros de Distribucion,Part-Time
6905,Carlos Eduardo Martinez Torres,Sostenibilidad,Coordinador de Agro,4920,,558,728,5478,6206,2025,,Planta Industrial,Full-Time
6906,Andrea Daniela Ramirez Castro,Logistica,Gestor de Flota,4219,1272,458,1358,5949,7307,2025,,Oficina Regional,Full-Time
6907,Veronica Camila Vargas Ortega,Marketing,Trade Marketing,3710,382,786,1219,4878,6097,2025,,Planta Industrial (Matriz),Full-Time
6908,Diego Eduardo Ortega Morales,People (RRHH),Reclutador (Trainee),4986,680,452,1328,6118,7446,2025,,Oficinas Administrativas,Part-Time
6909,Rosa Veronica Torres Suarez,Tecnologia (Tech),Analista de Datos,3654,1077,976,896,5707,6603,2025,,Centros de Distribucion,Part-Time
6910,Laura Elena Lopez Lopez,Marketing,Brand Manager,852,,685,552,1537,2089,2025,,Centros de Distribucion,Part-Time
6911,Carlos Eduardo Flores Castro,Marketing,Brand Manager,2434,492,286,1249,3212,4461,2025,,Planta Industrial (Matriz),Full-Time
6912,Andrea Carmen Flores Torres,Marketing,Trade Marketing,3111,490,615,1056,4216,5272,2025,,Planta Industrial,Part-Time
